,SMS,LABEL,len,url,number,senha
16,"['apple', 'informaseu', 'iphone', '8', 'plus', '256gb', 'silver', 'modo', 'perdido', 'localizadoacesse', 'httpicloudacesscomappleid', 'recupere', 'dispositivoapple', 'inc']",blocked,156,1,1,0
17,"['050003480202papplebrmsg117topibwqt', 'apple', 'inc']",blocked,56,1,1,0
18,"['lphone', '6', 'entregue', 'loja', 'appie', 'faca', 'login', 'httpssecurityiosmeabcde', 'medidas', 'adicionais']",blocked,111,1,1,0
19,"['lphone', '6', 'entregue', 'loja', 'appie', 'faca', 'login', 'securityiosmeabcde', 'medidas', 'adicionais']",blocked,103,1,1,0
20,"['apple', 'informa', 'iphone', 'erika', 'greaff', 'localizado', 'hoje', '2232', 'acesse', 'wwwbuscaridevicecomicloud', 'obter', 'ultima', 'localizacao', 'dispositivo']",blocked,158,1,1,0
21,"['find', 'my', 'iphone', 'nova', 'localizacao', 'iphone', '7', 'modo', 'perdidoacesse', 'httpsappleidsupportcombridapple', 'veja', 'ultima', 'localizacao', 'apple', 'inc']",blocked,142,1,1,0
22,['httpsidsupporticloudcomfindapple'],blocked,40,1,0,0
23,['idsupporticloudcomfindapple'],blocked,32,1,0,0
24,['securityiosme'],blocked,15,1,0,0
25,"['050003840202llcomiforgot', 'reiniciar', 'senha']",blocked,54,1,1,1
26,"['prezadoa', 'cliente', 'iphone', '7', 'melita', 'vinculado', 'numero', 'final', '0344', 'localizado', 'acesse', 'httpssecurityiosmedcjgq', 'medidas', 'adicionais', 'ap', '12']",blocked,162,1,1,0
27,"['iphone', '7', 'melita', 'vinculado', 'numero', 'final', '0344', 'localizado', 'acesse', 'securityiosmedcjgq', 'medidas', 'adicionais', 'apple', 'suporte']",blocked,137,1,1,0
28,"['iphone', 'jessyca', 'horacio', 'entregue', 'loja', 'apple', 'seguranca', 'acesse', 'securityiosme4zunn', 'informacoes', 'retirada', 'aparelho']",blocked,151,1,1,0
29,"['iphone', '6', 'matheus', 'caldas', 'entregue', 'loja', 'apple', 'seguranca', 'acesse', 'securityiosmevye4i', 'informacoes', 'retirada', 'aparelho']",blocked,149,1,1,0
30,"['apple', 'suporte', 'iphone', '7', '32gb', 'black', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudcocomiphoneljk3szd']",blocked,143,1,1,0
31,"['your', 'ios', 'id', 'has', 'been', 'blocked', 'an', 'unknown', 'device', 'has', 'just', 'logged', 'into', 'icloud', 'verify', 'identity', 'httpsapplecomusibidid200']",blocked,128,1,1,0
32,"['iphone', '6s', 'plus', 'localizado', 'hoje', '1848', 'pm', 'localizacao', 'iphone', 'estara', 'disponivel', '24h', 'acesse', 'httpsbuscariphoneinfomapaiqzyt']",blocked,149,0,1,0
33,"['edmir', 'apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudisupportcomiphone2zkphai']",blocked,143,1,1,0
34,"['apple', 'informaseu', 'iphone', '7', '32gb', 'gold', 'modo', 'perdido', 'localizadoacesse', 'httpmyidd0comcheck', 'recupere', 'dispositivo']",blocked,130,1,1,0
35,"['banco', 'brasil', 'cliente', 'regularize', 'dispositivo', 'celular', 'evite', 'bloqueio', 'senhas', 'httpsmobibbsegurancagq', 'procure', 'agencia']",blocked,158,1,0,1
36,"['aparelho', 'perdido', 'localizado', 'online', 'acesse', '1modobuscarcomlocalizar', 'veja', 'mapa', 'local']",blocked,107,1,1,0
37,"['bb', 'informa', 'evite', 'bloqueio', 'conta', 'atualize', 'agora', 'acesse', 'dadosagoracom']",blocked,81,1,0,0
38,"['appie', 'inc', 'iphone', 'localizado', 'hoje', '0747', 'am', 'ultima', 'posicao', 'disponivel', 'httpsicloudcomusibidid218']",blocked,116,1,1,0
39,"['apple', 'inc', 'your', 'lost', 'iphone', '6', '16gb', 'gold', 'has', 'been', 'found', 'at', '0610', 'sign', 'in', 'to', 'locate', 'your', 'device', 'httpicloudidlogincomid15470']",blocked,139,1,1,0
40,['httpsicloudcomupdatehelpauth269'],blocked,40,1,1,0
41,"['iphone', '6s', 'entregue', 'loja', 'apple', 'seguranca', 'acesse', 'securityiosme41xug', 'informacoes', 'retirada', 'aparelho']",blocked,132,1,1,0
42,"['lphone', '8', 'ha', 'sido', 'encontrado', 'las', '0617', 'pm', 'on', 'december', '29', '2017', 'en', 'barcelona', 'ver', 'la', 'ultima', 'ubicacion', 'en', 'httpslcloudidlc', 'soporteappie']",blocked,139,1,1,0
43,"['apple', 'informa', 'iphone', 'alice', 'localizado', 'hoje', '2207', 'acesse', 'wwwbuscaridevicecomicloud', 'obter', 'ultima', 'localizacao', 'dispositivo']",blocked,151,1,1,0
44,"['dispositivo', 'imei', '35334383', 'cor', 'cinza', 'modelo', '6s', '64gb', 'localizado', 'proximo', 'bangu', 'acesse', 'httpmyidd0comchecke', 'veja', 'localizacao']",blocked,146,1,1,0
45,"['apple', 'inc', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudforgotcomiphoneqwv1v6j']",blocked,130,1,1,0
46,"['0500031b0201lphone', '7', 'plus', '128gb', 'apple', 'id', 'cubr', 'ha', 'sido', 'encontrado', 'en', 'barcelona', '0850', 'pm', 'on', 'january', '1', '2018', 'ver', 'ultima', 'ubicacion', 'en', 'httpslcloudidho']",blocked,166,1,1,0
47,"['050003aa0202udidho', 'apple', 'support']",blocked,35,1,1,0
48,"['050003dc0202loudidkb', 'apple', 'support']",blocked,37,1,1,0
49,"['your', 'ios', 'id', 'has', 'been', 'blocked', 'an', 'unknown', 'device', 'has', 'just', 'logged', 'into', 'icloud', 'verify', 'identity', 'httpsapplecomusibidid200']",blocked,128,1,1,0
50,"['support', 'apple', 'requiere', 'verifique', 'su', 'id', 'apple', 'visite', 'el', 'siguiente', 'enlace', 'detalles', 'httpicloudfindsupportcomhntw9sg']",blocked,142,1,1,0
51,"['icloud', 'informa', 'dispositivo', 'perdido', 'conectado', 'rede', 'wifi', 'acesse', 'httpidapplesupportmlverify', 'detalhes', 'atenciosamente']",blocked,146,1,0,0
52,"['mercado', 'btc', 'ha', 'nova', 'mensagem', 'pendente', 'httpgoogldxcdk7', 'ler']",blocked,75,1,1,0
53,"['itunes', 'has', 'recibido', 'una', 'tarjeta', 'regalo', 'con', 'un', 'valor', '10000', 'pesos', 'canjea', 'tarjeta', 'regalo', 'en', 'httpicloudfindsupportcomb0gti8']",blocked,149,1,1,0
54,"['050003940202id5vmallcomiforgot', 'reiniciar', 'senha']",blocked,61,1,1,1
55,"['novo', 'iphone', 'adicionado', 'conta', 'seguranca', 'confirme', 'securityiosme8ip5o', 'apple', 'suporte']",blocked,110,1,1,0
56,"['mercado', 'btc', 'ha', 'nova', 'mensagem', 'pendente', 'httpsgoogl4mr8gx', 'ler']",blocked,76,1,1,0
57,"['apple', 'informa', 'iphone', 'laura', 'localizado', 'hoje', '1118', 'acesse', 'wwwbuscaridevicecomicloud', 'obter', 'ultima', 'localizacao', 'dispositivo']",blocked,151,1,1,0
58,['httpauthdentitymrcadolivrecombrmlbaccountidentityotp'],blocked,64,1,0,0
59,"['appie', 'inc', 'iphone', 'localizado', 'hoje', '2046', 'ultima', 'posicao', 'disponivel', 'httpsicloudcomusibidid343']",blocked,112,1,1,0
60,"['mercado', 'btc', 'ha', 'nova', 'mensagem', 'pendente', 'httpsgoogl4mr8gx', 'ler']",blocked,76,1,1,0
61,"['sandy', 'sent', 'you', '15', 'itunes', 'gift', 'card', 'ending', 'with', 'xxxxx987', 'code', 'tap', 'on', 'link', 'to', 'redeem', 'httpyourdomaincom']",blocked,106,1,1,0
62,"['mercado', 'btc', 'ha', 'nova', 'mensagem', 'pendente', 'httpsgoogl4mr8gx', 'ler']",blocked,76,1,1,0
63,"['dispositivo', 'iphone', '6s', '64gb', 'localizado', 'acesse', 'httpmyidd0comcheck', 'veja', 'localizacao']",blocked,101,1,1,0
64,"['apple', 'inc', 'your', 'iphone', '7', '128gb', 'black', 'has', 'been', 'located', 'in', 'cancun', 'mexico', 'at', '1947', 'hrs', 'last', 'location', 'httpsapplecomusibidid348']",blocked,134,1,1,0
65,"['apple', 'soporte', 'iphone', '5', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudlocatexyzwbp28rt']",blocked,127,1,1,0
66,"['apple', 'informa', 'iphone', '7', 'plus', 'modo', 'perdido', 'imei', '3551', 'localizado', 'acesse', 'wwwlocalizarmeuapplecombuscar', 'ver', 'ultima', 'localizaçao']",blocked,158,1,1,0
67,"['apple', 'soporte', 'iphone', '5s', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudlocatexyzrbaj8ko']",blocked,128,1,1,0
68,"['caro', 'cliente', 'acesse', 'httpbancobrasilldxam', 'cadastro', 'dados']",blocked,76,1,0,0
69,"['apple', 'soporte', 'iphone', '5', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudlocatexyz1bfmlq']",blocked,127,1,1,0
70,"['050003c90202', 'itauatualizetkapp']",blocked,39,1,1,0
71,"['itau', 'aplicativo', 'bloqueado', 'motivos', 'seguranca', 'fazer', 'desbloqueio', 'acesse', 'googlrnkydx']",blocked,110,1,0,0
72,"['iphone', '6', 'plus', '64gb', 'space', 'gray', 'modo', 'perdido', 'localizado', 'acesse', 'wwwlcloudsigncomfindidbuscariphone9843', 'obter', 'informaçes']",blocked,154,1,1,0
73,"['senhora', 'cliente', 'conta', 'pode', 'ser', 'bloqueada', 'favor', 'acesse', 'httpbancobrasilldxam', 'evite', 'bloqueio']",blocked,111,1,0,0
74,"['casasbahia', 'sra', 'rosana', 'guerhard', 'cartao', 'final', '1017', 'bloqueado', 'etender', 'motivo', 'desbloquealo', 'acesse', 'httpbitly2cszghc']",blocked,139,1,1,0
75,"['casasbahia', 'sra', 'rosana', 'guerhard', 'cartao', 'final', '1017', 'bloqueado', 'entender', 'motivo', 'desbloquealo', 'acesse', 'httpxcpl6gfvj0f4']",blocked,140,1,1,0
76,"['caixa', 'informa', 'nova', 'liberacao', 'disposivo', 'use', 'link', 'httpsgooglqql8b2', 'libere', 'aplicativo', 'maoir', 'seguraca', 'duvidas', '3004110408007260104']",blocked,154,1,1,0
77,"['apple', 'informa', 'iphone', '7', 'plus', 'modo', 'perdido', 'imei', '3551', 'localizado', 'acesse', 'wwwlocalizarmeuapplecomicloud', 'ver', 'ultima', 'localizacao']",blocked,159,1,1,0
78,"['caixainforma', 'debito', 'autorizado', '8301', 'referente', 'cesta', 'servico', 'mensal', 'cancelar', 'acesse', 'httpcaixacombrcfcef', 'siga', 'passos']",blocked,147,1,1,0
79,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httpicloudfindsupportcomichsxz']",blocked,131,1,0,0
80,"['bbinforma', 'mensagem', 'importante', 'voce', 'leia', 'agora', 'httpgoogl8rkg4n']",blocked,78,1,1,0
81,"['brb', 'informa', 'existe', 'mensagem', 'urgente', 'voce', 'httpgooglmzjs2b', 'visualizar']",blocked,91,1,1,0
82,"['iphone', '7', 'localizado', 'hoje', '1258', 'pm', 'acesse', 'httpsecurityiosme', 'obter', 'localizacao', 'dispositivo']",blocked,118,1,1,0
83,"['medida', 'seguranca', 'necessaria', 'conta', 'apple', 'acesse', 'imediatamente', 'securityiosmeywaud', 'medidas', 'adicionais', 'evite', 'bloqueio', 'suporte', 'apple']",blocked,153,1,0,0
84,"['bb', 'informa', 'nova', 'mensagem', 'aguarda', 'voce', 'leia', 'agora', 'httpgooglzht91e']",blocked,84,1,1,0
85,"['prezado', 'cliente', 'orcamento', 'apple', 'whatch', 'disponivel', 'acesse', 'httptestedelinkcomappleidapplewhatch']",blocked,117,1,0,0
86,"['teste', 'link', 'envio', 'duplo', 'hora', '1619', 'httpsmeusitecomsuporteidiphone5s']",blocked,81,1,1,0
87,"['iphone', '6s', 'pronto', 'pode', 'ser', 'retirado', 'loja', 'httpsmeusitecomsuporteidiphone', 'teste', 'envio', 'duplo', 'cc', 'mobile']",blocked,126,1,1,0
88,"['medida', 'seguranca', 'necessaria', 'conta', 'apple', 'acesse', 'imediatamente', 'clienteicloudcom', 'medidas', 'adicionais', 'evite', 'bloqueio']",blocked,138,1,0,0
89,"['medidas', 'seguranca', 'necessarias', 'conta', 'apple', 'acesse', 'imediatamente', 'securityiosmec1t5l', 'medidas', 'adicionais', 'evite', 'bloqueio']",blocked,142,1,1,0
90,"['apple', 'informa', 'iphone', 'stephy', 'localizado', 'hoje', '2045', 'acesse', 'wwwlocalizaapplecomidf3be6', 'obter', 'ultima', 'localizacao', 'dispositivo']",blocked,154,1,1,0
91,"['bbinformamensagem', 'importante', 'voce', 'leia', 'agora', 'httpgoogl39h4wn']",blocked,76,1,1,0
92,"['iphone', '7', 'paulo', 'h', 'localizado', 'hoje', '1015', 'am', 'acesse', 'securityiosmeuxhfp', 'obter', 'localizacao', 'dispositivo', 'appie', 'suporte']",blocked,137,1,1,0
93,"['iphone', '7', 'paulo', 'h', 'localizado', 'hoje', '1015', 'am', 'acesse', 'httpsecurityiosmeuxhfp', 'obter', 'localizacao', 'dispositivo', 'appie', 'suporte']",blocked,145,1,1,0
94,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudcocomcywxrs']",blocked,122,1,0,0
95,"['apple', 'inc', 'su', 'iphone', '6s', 'plus', 'perdido', 'ha', 'sido', 'conectado', 'internet', 'localizar', 'bloquear', 'dispositivo', 'visite', 'httplcloudcocomho6rtnx']",blocked,150,1,1,0
96,"['050003430201suporte', 'appie', 'sra', 'victoria', 'nalini', 'iphone', '7', 'red', 'localizado', 'ativo', 'agora', '1122', 'acesse', 'httpswwwisuporteicloudcomidbuscarapple', 'suporte', 'ap']",blocked,167,1,1,0
97,"['brbprezadoa', 'cliente', 'informamos', 'acesso', 'encontrase', 'bloqueado', 'procure', 'agencia', 'brb', 'solicite', 'desbloqueio', 'preferir', 'acesse', 'clientebrbcom']",blocked,158,1,0,0
98,"['alerta', 'iphone', '6s', 'imei', '35388435', 'ligado', 'agora', 'pouco', 'acesse', 'link', 'abaixo', 'localizalo', 'httpspgjccoiiakw']",blocked,129,1,1,0
99,"['050003020201apple', 'informa', 'iphone', '6s', 'space', 'jose', 'emanado', 'modo', 'perdido', 'localizado', 'find', 'my', 'iphone', '1947brt', 'acesse', 'httpsicloudsuporteapplecomida']",blocked,168,1,1,0
100,"['dispositivo', '6', 'gold', 'richard', 'rastreado', 'localizado', '2010h', 'acesse', 'httpbitly2efsqjt', 'detalhes', 'link', 'valido', '24h']",blocked,139,1,1,0
101,"['050003470201apple', 'informaseu', 'dispositivo', 'apple', 'localizado', 'entregue', 'loja', 'acesse', 'httpsibuscarapplesupportcomicloud', 'agendar', 'retirada', 'f']",blocked,167,1,1,0
102,"['050003700302e', 'localizacao', 'exata', 'emhttpslbuscarfindcomidapple', 'mai']",blocked,80,0,1,0
103,"['brbprezado', 'cliente', 'acesso', 'bloqueado', 'procure', 'agencia', 'efetue', 'desbloqueio', 'acesse', 'wwwclientebrbcom']",blocked,121,1,0,0
104,"['050003640403orteapplecomidapple', 'todos', 'direitos', 'reservados', 'suporte', 'apple']",blocked,81,1,1,0
105,"['050003700403udsuporteapplecomidapple', 'todos', 'diretores', 'reservados', 'suporte']",blocked,81,1,1,0
106,"['0500030b0201apple', 'informa', 'iphone', '6', 'plus', 'space', 'maria', 'cristina', 'modo', 'perdido', 'localizado', 'find', 'my', 'iphone', '1543brt', 'acessehttpsicloudsuporteappleco']",blocked,168,0,1,0
107,"['050003000201suporte', 'apple', 'iphone', 'localizado', 'hoje', '1932', 'horas', 'acesse', 'httpswwwbuscariphoneinfoididapple1', 'obter', 'ultima', 'localizacao', 'find', 'my']",blocked,169,1,1,0
108,"['050003050201apple', 'informa', 'iphone', '5c', '16gb', 'imei358211', 'localizado', 'proximo', 'cidade', 'acesse', 'httpsbrlcloudcomidx0rj', 'veja', 'localizacao', 'exata', 'ap']",blocked,167,1,1,0
109,"['apple', 'informa', 'iphone', '8', 'plus', 'encontrado', 'hoje', '2302', 'acesse', 'wwwbuscarmeuiphonecomicloudebfbc', 'obter', 'ultima', 'localizacao', 'dispositivo']",blocked,162,1,1,0
110,"['050003160201apple', 'informa', 'iphone', '7', 'plus', 'black', '32gb', 'localizado', 'find', 'my', 'iphone', '1030brtverifique', 'localizacao', 'exata', 'emhttpsicloudsuporteapplecom']",blocked,167,0,1,0
111,"['050003380704acesse', 'httpsfindmysupportcomicloudidmariaeduardaiphone6']",blocked,80,1,1,0
112,['googlhc29vk'],blocked,13,1,1,0
113,"['testando', 'httpsgooglhc29vk']",blocked,30,1,1,0
114,['0500034b0704sfindmysupportcomicloudidmariaeduardaiphone6localizalo'],blocked,81,1,1,0
115,"['050003260302', '1310', 'acesse', 'httpapplesuportecf', 'obter', 'localizaç']",blocked,84,1,1,0
116,"['050003390201calline', 'farias', 'iphone', '7', '32gb', 'imei353140', 'localizado', 'proximo', 'cidade', 'acesse', 'httpsbrlcloudcomidequl', 'veja', 'localizacao', 'exata', 'ap']",blocked,167,1,1,0
117,"['0500032a0402', 'iphone', '1147brt', 'acesse', 'httpslbuscardevicecomapple', 'veja']",blocked,80,1,1,0
118,"['0500036a0302', 'httpsicloudlsupportcomappleid', 'visualizar', 'último', 'loc']",blocked,80,1,1,0
119,"['0500037a0302', 'white', '2104', 'acesse', 'httpsbrlcloudcomid', 'obter', 'l']",blocked,84,1,1,0
120,"['localizaridcombr', 'ver', 'localizacao']",blocked,40,1,0,0
121,"['your', 'lost', 'iphone', 'has', 'been', 'used', 'minutes', 'ago', 'to', 'see', 'the', 'location', 'of', 'your', 'device', 'login', 'at', 'httpssupportappieinccomebhft', 'apple', 'support']",blocked,142,1,0,0
122,"['sent', 'from', 'your', 'twilio', 'trial', 'account', 'payleven', 'informa', 'conta', 'bloqueada', 'desbloquear', 'conta', 'acesso', 'link', 'httpbitly2fogszg']",blocked,141,1,1,0
123,"['sent', 'from', 'your', 'twilio', 'trial', 'account', 'payleven', 'informa', 'conta', 'bloqueada', 'desbloquear', 'conta', 'acesso', 'link', 'httpsbrasilprepagosherokuappcom']",blocked,157,1,0,0
124,"['sent', 'from', 'your', 'twilio', 'trial', 'account', 'payleven', 'informa', 'conta', 'bloqueada', 'desbloquear', 'conta', 'acesso', 'brasilprepagosherokuappcom']",blocked,143,1,0,0
125,"['dispositivo', '8', 'plus', 'space', 'gray', 'cristiana', 'ferreira', 'rastreado', 'localizado', '1323h', 'acesse', 'httpbitly2efsqjt', 'detalhes']",blocked,139,1,1,0
126,"['dispositivo', '7', 'plus', 'rose', 'rastreado', 'localizado', '1933h', 'acesse', 'wwwgooglhc29vk', 'detalhes', 'valido', '24h']",blocked,127,1,1,0
127,"['dispositivo', '7', 'plus', 'rose', 'rastreado', 'localizado', '1933h', 'acesse', 'wwwsuportedoicloudcombrbuscar', 'detalhes']",blocked,126,1,1,0
128,"['dispositivo', '7', 'plus', 'rose', 'rastreado', 'localizado', '1933h', 'acesse', 'suportedoicloudcombrbuscar', 'detalhes']",blocked,122,1,1,0
129,"['iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httpicloudfinduscomnbfpscv', 'apple', 'inc']",blocked,123,1,0,0
130,"['caixa', 'informa', 'credito', 'preaprovado', 'ate', '1500000', '48', 'parcelas', 'menor', 'juros', 'mercado', 'aproveite', 'acesse', 'httpscaixafinanceiracom']",blocked,156,1,1,0
131,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httpicloudfinduscomkuilx6r', 'apple', 'inc']",blocked,139,1,1,0
132,"['buscar', 'iphoneseu', 'dispositivo', 'iphone', '64gb', 'rosefoi', 'localizado', '1846para', 'informacoes', 'acesse', 'httpbuscarmeuiphoneesyes']",blocked,143,1,1,0
133,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudlocateddevicescoms8uk7i5']",blocked,135,1,1,0
134,"['0500032a0201prezado', 'marcelo', 'matias', 'iphone', 'ligado', 'rastreado', 'fynd', 'my', 'iphone', 'obter', 'ultima', 'localizacao', 'acesse', 'emhttpsicloudsuporteapplecom']",blocked,166,0,1,0
135,"['050003240201cliente', 'apple', 'iphone', '6s', '64gb', 'silver', 'recuperado', 'encontrasse', 'lojas', 'recuperalo', 'acessehttplbuscardevicecomapplebr']",blocked,166,0,1,0
136,"['caro', 'cliente', 'use', 'token', '958468', 'migrar', 'nova', 'versao', 'brb', 'banknet', 'celular', 'acesse', 'wwwcefmobisaccombrb', 'libere', 'acesso', 'mobile']",blocked,143,1,1,0
137,"['caro', 'cliente', 'use', 'token', '958468', 'migrar', 'nova', 'versao', 'brb', 'banknet', 'celular', 'acesse', 'httpcefmobisaccombrb', 'libere', 'acesso', 'mobile']",blocked,146,1,1,0
138,"['olha', 'qto', 'tempo', 'demora', 'httpbitlyitau30horas']",blocked,50,1,1,0
139,"['apple', 'iphone', 'modo', 'perdido', 'localizado', 'sucessoacesse', 'httplostinfoesyes', 'confirme', 'ser', 'usuario', 'veja', 'localizacao', 'exata']",blocked,151,1,0,0
140,"['apple', 'inc', 'iphone', '7', 'plus', '128gb', 'rose', 'gold', 'encontrado', 'hoje', '306', 'pm', 'veja', 'localizaao', 'httpsappleidaccountinid4992']",blocked,140,1,1,0
141,"['apple', 'informa', 'modo', 'perdido', 'ativado', 'iphone', 'visualizar', 'localizacao', 'acesse', 'httplcloudcocom87xken4']",blocked,118,1,1,0
142,"['apple', 'inc', 'iphone', '6', '128', 'gb', 'space', 'grey', 'modo', 'perdido', 'localizado', 'recentemente', 'localizao', 'atual', 'httpslcloudinfocomid5071', 'suporte', 'apple']",blocked,158,1,1,0
143,"['aparelho', 'perdido', 'localizado', 'online', 'acesse', '1modoperdidocomlocalizar', 'veja', 'mapa', 'local']",blocked,108,1,1,0
144,"['brb', 'prezadoa', 'cliente', 'informamos', 'acesso', 'encontrase', 'bloqueadoprocure', 'agencia', 'brb', 'solicite', 'desbloqueio', 'preferiracesse', 'clientebrbcom']",blocked,156,1,0,0
145,"['bbinforma', 'telefone', 'recebimento', 'sms', 'desatualizado', 'evite', 'cancelamento', 'conta', 'recadastre', 'httpbitly2dudgix']",blocked,129,1,1,0
146,"['suporte', 'icloud', 'iphone', 'isadora', 'locaiizado', 'hoje', '2351', 'acesse', 'wwwbuscarmeuiphonecomicloudebfcb', 'obter', 'ultima', 'localizacao']",blocked,144,1,1,0
147,"['suporte', 'icloud', 'iphone', 'matheus', 'locaiizado', 'hoje', '1133', 'acesse', 'wwwbuscarmeuiphonecomicloudebfbc', 'obter', 'ultima', 'localizacao']",blocked,148,1,1,0
148,"['apple', 'inc', 'ha', 'localizado', 'su', 'iphone', '6', 'las', '2217', 'hrs', 'ultima', 'ubicacion', 'httpsicloudcomusibidid117']",blocked,110,1,1,0
149,"['lphone', '7', 'black', '128gb', 'modo', 'perdido', 'encontrado', 'localizar', 'acesse', 'wwwbuscarphonecom', 'veja', 'mapa', 'localizacao', 'disponivel', 'ate', '24h']",blocked,151,1,1,0
150,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httplcloudlocatexyzdxx8kfz']",blocked,125,1,1,0
151,"['apple', 'customer', 'your', 'lost', 'iphone', '7', 'plus', '32gb', 'rose', 'gold', 'has', 'been', 'found', 'and', 'temporarily', 'connected', 'to', 'icloud', 'view', 'location', 'foundicloudcombr', 'apple', 'support']",blocked,163,1,1,0
152,['idptverifyme0yx44'],blocked,21,1,1,0
153,"['bb', 'informa', 'prezadoa', 'cliente', 'atualizacao', 'mobile', 'acesse', 'link', 'siga', 'obstrucoes', 'httpsatualizarmobileco']",blocked,123,1,0,0
154,"['bb', 'informa', 'prezadoa', 'cliente', 'atualizacao', 'mobile', 'acesse', 'link', 'siga', 'obstrucoes', 'httpsatualizarmobilecom']",blocked,124,1,0,0
155,"['prezadoa', 'cliente', 'bb', 'evite', 'cancelamento', 'servico', 'sms', 'numero', '27992694831', 'acessehttpsatualizarmobilecomappcc', 'procure', 'agencia']",blocked,148,0,1,0
156,"['prezadoa', 'cliente', 'evite', 'cancelamento', 'servico', 'sms', 'conta', 'numero', '27992694831', 'acesse', 'httpsatualizarmobilecomappcc', 'procure', 'agencia']",blocked,159,1,1,0
157,"['050003910202', 'servidor', 'myphonemerckcom', 'contate', 'c']",blocked,62,1,1,0
158,"['050003f00202psisupportapplecomicloud', 'obter', 'localização']",blocked,70,1,1,0
159,"['apple', 'soporte', 'iphone', 'modo', 'perdido', 'localizado', 'acesse', 'site', 'visualize', 'httpapplesupporttoolscom6t8ihn']",blocked,131,1,1,0
160,"['apple', 'inc', 'your', 'lost', 'iphone', 'has', 'been', 'connected', 'to', 'internet', 'to', 'locate', 'or', 'lock', 'this', 'device', 'visit', 'httpicloudcomapp1me17627']",blocked,135,1,1,0
